name,n_hashes
SRR13658984,6295562
ERR4691593,7855095
SRR14271363,1254551
ERR6465291,2035702
SRR28042549,2242772
SRR22077891,5796253
SRR1971621,1224535
ERR4856266,2044318
SRR24639051,5124939
SRR18341073,1361714
SRR15508310,1536475
SRR28455333,1099155
SRR5213075,6958878
SRR28003058,1785063
SRR17063094,2733247
SRR27973718,3116597
ERR8977351,4585944
SRR16606035,2083063
SRR9113722,1271397
SRR12338479,1147305
SRR22000181,7366726
SRR23814685,1851415
SRR24744581,1588001
SRR29344315,10215765
SRR5818198,3716050
SRR16606027,2052627
SRR29646744,1656684
ERR15157005,5089729
SRR29257281,4574056
SRR15510231,2583845
ERR10101458,1415880
SRR14295832,1108108
ERR15397266,3617860
SRR27205351,6551791
SRR7617317,4316157
ERR5729292,1385518
ERR14363554,1069646
SRR20730943,1350948
ERR768068,1044226
SRR27609033,1664709
SRR11835837,1754023
SRR32481713,3080913
SRR1118425,1731371
SRR14520697,3348096
SRR8494915,1220634
SRR17063062,6278219
SRR10034959,7991808
SRR24912649,6020572
SRR24263450,5669515
SRR1519045,1122643
SRR25508651,1542108
SRR18394803,1896304
ERR12641340,1884932
SRR32406357,1055819
ERR3574272,1160145
ERR15008112,1760999
ERR8314733,2358427
SRR25867640,1098981
ERR14363926,1166730
ERR8482041,1624528
SRR28023533,2266929
SRR22412893,5176575
SRR22105578,2382176
SRR21396153,1244751
SRR15557813,1487666
SRR9664561,1567204
SRR30604530,1057535
SRR30832627,3395511
SRR5828269,2736413
SRR8960132,1297134
SRR28362847,4530769
SRR11967926,1007350
SRR619925,1798785
SRR5676440,1752792
SRR28061359,2907322
SRR25443840,2016452
ERR14980302,1002173
SRR28022746,2210475
SRR28059906,3324948
SRR12711477,1224000
SRR27900776,5346670
SRR5608192,2080798
SRR28061833,3727148
SRR8789030,1017617
SRR12009480,1006099
SRR21210469,1024767
SRR21721038,1621843
SRR31308979,1170021
SRR33709408,1517140
SRR22101739,6170309
SRR29564156,2230413
SRR7716469,4317256
SRR13224097,4056550
ERR14120909,1017050
ERR10491030,3790428
ERR14173692,2937929
SRR14721845,1071235
ERR3393578,4649023
SRR29792785,2223733
SRR12282715,9267020
SRR3371364,1385633
SRR14879661,5479395
DRR666270,2167921
SRR6800331,1278674
SRR14556487,2178439
ERR14894314,1414776
ERR5729270,1710656
SRR17522595,2407190
ERR3574530,1283004
SRR14354482,2015546
ERR4367117,1825935
SRR32477967,3919775
SRR27973710,2346781
SRR13203278,2870688
SRR27336786,2896903
SRR17422637,4450289
SRR25542976,1439429
ERR4371824,1218941
SRR5468411,2347482
SRR21846305,1495865
ERR13328168,1150790
SRR10504879,1284425
SRR11749283,1763285
SRR19786836,1602529
SRR24767154,1984275
SRR26459407,7741057
ERR11564179,1001162
ERR6196074,1981156
SRR27942994,1959071
ERR14365097,1386222
SRR30896600,1311517
SRR11805641,1295383
SRR17562238,3074095
SRR28059574,1099859
SRR5679050,6959295
SRR7962089,2079921
SRR19631086,2114342
ERR2808665,1391470
ERR4835441,1205562
ERR14893730,2426467
SRR5720297,3955761
ERR11787807,1032648
SRR27448541,3133406
SRR25508630,4189842
ERR2848539,2221691
ERR4096421,1856876
SRR10036022,4640446
SRR34729390,1254660
ERR3610810,11629581
SRR29646792,1527218
SRR29748415,5790242
SRR29792062,11937087
SRR16596987,1398809
SRR28455114,1245243
SRR26064533,1604976
SRR25047269,1116494
SRR30757699,6593822
SRR13741015,1110670
SRR25835575,1360491
ERR2709763,1247127
SRR25571433,1788213
SRR10613576,2094666
SRR1043749,2722224
SRR20792817,1078632
SRR16817063,7463444
SRR14076763,1651290
SRR33155351,1399879
SRR9006554,2333568
ERR5729256,1535241
SRR22824333,1288833
SRR10694893,1849592
SRR6481037,2542149
SRR28602216,1477840
SRR30731244,2842351
ERR11570132,1010943
SRR5468374,1842949
SRR10319687,1386644
ERR10087057,4440656
SRR14535173,1036271
ERR3772646,5354303
SRR5467260,2774096
SRR21941340,6625921
SRR28059732,2402961
SRR25252653,4893270
SRR15171309,1314210
SRR29375229,1892735
SRR21313850,2273615
SRR16308639,3621985
SRR5821655,3134824
ERR11835868,1704047
SRR22974111,1534843
SRR12223708,1236510
SRR10533314,3629060
ERR11733706,7038811
SRR7774471,2057437
SRR32247515,2396825
SRR28378882,4265730
SRR26899108,1705178
SRR8290077,2619525
ERR348770,1051852
SRR25667327,1490624
ERR4836962,2161085
ERR15008057,2299782
SRR12710967,3283847
SRR17247027,5424857
SRR29820746,2099195
SRR26182189,4162218
SRR11185263,1957948
SRR29500247,1463857
SRR20217206,22605378
SRR28521401,1061643
SRR25047001,1172627
SRR4030096,5831252
SRR15826964,4289349
SRR9006546,2485432
ERR14875864,5393715
SRR11784296,2947238
SRR25429222,1870728
SRR32962850,2723215
SRR023430,1520031
SRR22138397,2770265
SRR32617084,2193632
ERR4863021,1225769
ERR4091546,1130434
SRR1749892,1237566
SRR12886270,2363108
SRR12711137,2645232
SRR10763707,4636673
SRR28555606,2516603
ERR12816182,1057924
SRR17458603,1450400
SRR34283684,1021282
SRR15172613,3661917
SRR28982150,28852389
SRR30616807,1879990
SRR16316542,1641201
ERR15343169,1196764
SRR30711693,6604427
SRR30602842,3803108
SRR8552838,8326379
SRR5007117,2484537
SRR32618970,1481363
ERR14760517,1181941
SRR15558225,1910421
SRR24224776,10928300
SRR15172149,3865348
SRR5919223,1842533
SRR13680672,1159333
SRR30992777,3001816
SRR10037602,3921100
SRR1259260,2201237
SRR33036515,3066663
SRR1955855,1474605
SRR28403182,1781617
SRR5868503,3875121
SRR6425820,2438402
SRR29270164,5108056
ERR4371193,1366952
SRR26820249,2642279
SRR15173176,3531696
SRR26786783,1951596
SRR23801706,1427393
SRR12532579,2092159
SRR30164243,2632161
SRR17225321,3441094
SRR11576585,4850491
SRR21025702,1989008
ERR4352602,4544716
ERR2708455,2721288
SRR26389830,7020125
SRR16287787,1924012
SRR15526462,3289975
SRR17522657,2423183
SRR27422733,7287713
SRR28060387,2551369
SRR24963292,3243965
SRR27256483,1289184
SRR12529047,4002769
ERR15372891,1624626
SRR21487740,10184022
SRR28023708,1776454
SRR6231202,3059592
SRR31563413,1267025
ERR1726935,13497778
SRR8552911,9472809
SRR29934581,1042096
SRR34261245,9201508
SRR25158388,12238625
SRR10932008,3080113
ERR14858361,5763057
SRR23971551,1679532
SRR24925832,1317147
SRR28154314,2129579
SRR18517306,4564272
SRR5166943,1040854
SRR26548223,1402835
SRR23513781,1032016
SRR9178489,7884336
SRR24790328,4979625
ERR018882,1235721
SRR29466495,1249827
SRR26926086,2809778
ERR3593637,1201862
SRR4029375,1105100
ERR13878359,1210810
SRR6201971,1338557
ERR10448911,3918706
SRR34729430,1428975
SRR2954705,4707107
SRR9663499,1226372
SRR13393387,1419895
SRR22000193,4963625
SRR11835888,1016166
SRR24976415,1073740
SRR12487021,6072136
SRR16329108,19127170
SRR13306798,1178570
SRR23005047,1064090
SRR10692306,1077121
SRR5204207,1689867
ERR4334143,1095027
ERR1726547,9597488
SRR2924445,1257097
SRR24963278,2052999
SRR28346082,2445674
SRR21998737,5484985
SRR23126166,2704630
SRR12711289,2176627
SRR28705464,1656293
SRR12285214,1818793
SRR12711092,3494234
SRR13385243,1800515
SRR13094682,2931264
ERR10921352,5428481
SRR18505363,1253979
SRR28365114,1537119
SRR33232099,9354374
ERR10446332,2951556
SRR29257277,6330488
ERR1883078,1641789
SRR16106688,10122788
SRR8960149,1212535
ERR4691696,8305016
ERR3593642,1206142
ERR14980229,1514426
SRR24299662,6059427
ERR2683231,3478480
SRR17562740,3048215
SRR13588946,10531971
SRR30681577,5431347
SRR5279258,1352524
SRR26389780,3174522
ERR1135468,1397157
SRR5198710,1129046
SRR17319387,1462646
ERR11594300,1150146
SRR21676488,1364302
SRR3990400,1592410
ERR15371773,5701695
SRR29341842,7105523
ERR3029161,1371699
SRR30159703,2477084
SRR28024062,1824744
SRR13674005,1662117
SRR9850965,1233628
SRR28061441,4305316
ERR12682628,1108516
SRR16100388,4441550
ERR12055596,1592627
SRR10912850,1065472
ERR12146495,1963268
SRR25895694,1658156
ERR2709730,1307317
SRR28085324,9206923
ERR9901989,1751019
SRR19427084,2047700
SRR32527779,1322797
ERR3345673,3319735
SRR32671871,5861859
SRR31320884,1012336
ERR2848518,3071333
SRR27980845,2156360
SRR33986042,2227625
SRR16940108,2884590
SRR33230340,11228537
SRR22315872,1058738
SRR31107531,2432907
SRR5468437,11521577
SRR31296763,4659489
ERR2299396,1066167
SRR27164967,1135992
SRR28023560,2141097
SRR24991168,1272441
SRR27027771,2054835
SRR33232091,9075180
SRR4027028,4496872
SRR15129798,1297386
SRR13825979,1378318
SRR30202056,2289311
SRR21540445,2755663
ERR2092773,6201658
ERR9606746,2141175
ERR11147791,3461574
ERR8977412,3120797
ERR4519280,1723212
SRR15348057,1156730
ERR15383879,2933223
SRR25018273,5384717
ERR4367144,1063454
SRR13318044,5450490
SRR28023941,2438977
SRR13503364,6466124
SRR6831532,1491954
SRR17562262,3487827
ERR15342836,2821972
ERR2607533,2910404
SRR25050763,1035939
ERR15373386,1298275
SRR27869192,6680525
SRR26298333,1465230
SRR33135691,1263256
SRR22508358,1120285
SRR17771291,2839684
ERR11570141,1263848
SRR22142887,1261778
SRR19612118,3109712
SRR9061345,2401331
ERR10878200,1332803
SRR24036753,2803144
ERR14980110,1193381
SRR29688465,2059385
ERR2041966,2428084
SRR8146231,1413705
SRR27955603,2191321
SRR26146380,2785869
SRR10083321,7015621
ERR15113900,2607030
SRR6129205,1133453
SRR28061812,2144738
SRR7777787,6965636
SRR32490235,1180355
SRR28003210,2602340
SRR4027944,1601631
SRR18159118,1093518
SRR33440300,1032558
SRR32307837,1565982
SRR15883098,3044745
ERR14155889,1106005
ERR4998674,1266510
SRR3441718,1430115
ERR13253076,3708971
ERR9606630,2120667
SRR20074193,2306780
SRR948121,2277113
SRR28012045,2824924
SRR34405784,3009654
ERR3199648,1131196
ERR12511120,1206337
SRR5271198,2112086
SRR18933206,7122498
SRR23363400,3003800
SRR28043056,1726948
SRR2818124,1027409
SRR20363641,3382695
SRR28256706,2109012
SRR21855351,6519250
ERR13737416,1047726
SRR3724465,4088820
ERR8052155,1057766
SRR28022554,2704488
SRR21144653,2941524
SRR24824091,6509867
SRR28455369,1117725
ERR12726562,1212172
SRR5476650,18374352
SRR11458959,1200903
SRR24963270,1908072
SRR24884189,1702948
SRR15667083,2009045
SRR28042094,1992796
DRR507854,1964038
ERR10036401,1345069
SRR17138772,1407049
SRR23924987,3372181
SRR17284129,1342605
SRR13443305,3712711
SRR14219491,14879501
SRR5829963,4053398
ERR12735032,1526916
SRR12917033,1987167
SRR22213611,2979043
SRR21663012,1981437
SRR8815068,2571694
SRR22260398,1298528
SRR20680003,1135408
SRR32905229,3836063
ERR10689708,1435260
SRR34641887,1232497
SRR30692710,8902948
SRR20661019,3655721
SRR28060787,2769147
SRR28401905,10108029
SRR12641939,2302661
SRR23925004,1078764
SRR26204255,1050301
SRR18138845,1656949
SRR27322500,1742942
SRR17464441,3420627
SRR7091409,10713915
ERR12370685,1986655
ERR6465587,1646411
ERR11769019,1115927
SRR14764602,1882976
SRR22299282,1049605
SRR15172519,3233456
SRR6824964,1399641
ERR8482142,1076354
SRR14690718,1584526
SRR3987379,2102241
SRR27538959,1066664
SRR17827665,5616456
SRR26948338,1048536
ERR11534911,1283366
ERR445309,2659649
SRR4029404,1076754
SRR17096261,2550109
SRR21431823,1690361
SRR20999788,1027613
ERR10689051,1130809
SRR25662914,2357946
ERR2167775,1161736
SRR30159705,3340202
ERR12146361,1835427
SRR22024848,1057016
ERR14155849,1129007
SRR30568678,2052566
SRR28002630,2802601
SRR24976303,1047679
SRR30424688,1137812
SRR12949873,7178574
SRR18729599,3193140
SRR14554403,2650369
SRR13618033,1205611
SRR8639421,1615595
SRR14039799,1348001
SRR14874689,1597172
SRR24833395,2243942
SRR16329063,14036573
SRR32022235,4237162
ERR14894169,2622551
ERR4304451,1569055
ERR2019371,7286321
SRR10983039,1765501
ERR7255742,5861884
SRR32489457,2761547
SRR13225452,3048865
SRR8290119,2510108
ERR12383105,2070687
SRR18933252,2944131
SRR26459669,2784885
SRR17089444,1350356
SRR28523153,1650575
SRR30594035,1553000
SRR28822788,1163937
SRR13150749,1555729
SRR17012564,2472262
SRR23823302,3174858
SRR22259661,1215694
SRR14660889,6470575
SRR6425805,2477290
SRR5489465,2131576
ERR2000700,1140502
ERR14217500,1137054
SRR33139491,4849458
ERR752452,1165587
SRR27107208,3368399
SRR28023582,2256130
SRR13856672,1291830
SRR27408147,1855937
SRR7006911,1339187
SRR24976215,1064511
ERR2167814,1379964
SRR20661044,3621486
SRR22378384,2219869
SRR25662566,1382041
SRR30711700,6474151
ERR6175478,1496521
SRR21210592,1052817
ERR2237852,1076474
SRR5271501,2751723
SRR15520705,1039756
ERR14800787,2148957
SRR475256,1056522
ERR1135235,1673678
ERR2098376,6188534
SRR5916433,3511774
SRR31127863,2058008
SRR29070701,2708446
ERR14893875,2092326
ERR13590127,1475684
ERR3605176,7251029
SRR24956274,2004260
SRR21138636,4753001
SRR19160658,5945405
ERR14721136,1698389
SRR29270589,1749557
SRR7595372,2245345
SRR22184537,3410360
SRR14369202,1526358
ERR5261823,1134465
SRR27973311,1625918
SRR7615656,12517466
SRR10098311,1738060
SRR19330242,12526115
ERR3253505,1498538
SRR21720964,1851712
SRR30731306,4089667
SRR21393945,1347401
ERR3185182,2053479
SRR7053309,2679515
SRR14710902,6415534
SRR25758457,1410740
ERR1351114,1584018
SRR22500542,5768218
SRR25034847,1279365
SRR10028488,3453721
SRR25936428,1485164
ERR13998812,1087865
ERR1712235,2577629
SRR30324999,2194487
SRR19632943,2136273
ERR3534971,3817770
ERR2750822,1514430
SRR13647254,1235895
SRR13153534,1752549
SRR12479882,1072829
SRR403079,12550303
ERR14217097,2910290
ERR13253148,1268899
SRR24955803,2696284
ERR13252752,3820613
SRR5923352,3426598
SRR25000034,1936972
SRR14271344,1041302
ERR10921722,3996980
SRR28006984,1679373
SRR5429605,1656082
SRR25161329,2958007
SRR24831977,1691895
SRR18728992,7147350
SRR13061003,1598926
SRR5903333,4191476
SRR23886448,3473706
SRR16020800,5906708
ERR12084959,3249028
SRR7500797,1425018
ERR4223706,4102658
ERR4368472,1824610
SRR18243707,1514636
ERR14155832,1156740
ERR15076594,3358106
SRR11172546,8223390
SRR27943017,1800680
SRR14108861,2190572
ERR14141077,2132533
SRR8362630,1085486
SRR14117060,2013614
SRR17694875,1051904
ERR14156526,1080774
SRR26819822,2155876
SRR7013836,7488549
SRR25547171,2825566
ERR9662698,2683121
SRR28042087,3153325
SRR5918694,4054220
SRR12480256,1693223
SRR11560398,1781745
SRR5678356,1547827
ERR223093,1718475
ERR9250416,1086027
SRR9698073,1018770
SRR31323352,4347940
SRR34578572,1728599
SRR16817043,6357055
SRR28061522,2618623
SRR25030098,2685799
SRR21640264,1756062
SRR13122794,6963468
SRR8821167,2138268
ERR15343149,1206292
SRR3139093,2764942
ERR6175463,2669712
SRR22242620,1317648
ERR14887225,5070248
SRR23797496,7737591
SRR5208341,6717661
ERR11367105,1235094
SRR26391120,1327874
ERR1879309,2775101
SRR17287615,1067683
SRR14598598,1093400
SRR5275913,1043242
SRR6231155,1223344
SRR28059877,2531418
SRR26421369,26728251
SRR7989945,1205198
SRR29758308,1593958
SRR13502272,1371418
SRR10512954,16919818
SRR5457263,2304472
SRR14723506,3746758
SRR22387813,4056521
ERR12161483,3191338
SRR10447416,1208990
SRR25895692,1612853
ERR10453156,4774458
SRR18468760,1493547
SRR10980304,1118001
SRR27973613,2747663
SRR5410350,5920600
SRR13502460,1031224
SRR13153532,1742091
ERR13999551,1309922
SRR28250511,1737719
ERR4369693,1254484
ERR4096261,2263015
SRR30616764,1398367
SRR24653930,3846780
SRR32247560,2206223
SRR17182785,2764271
SRR5056982,1281982
SRR26949880,1085376
SRR3970034,24317719
SRR9276333,1029269
ERR13865503,1346487
SRR12350688,4002063
SRR23089124,3752186
ERR13291201,1452778
SRR12479994,2318429
SRR18577044,2426874
SRR14556738,1690244
SRR25542626,1661786
SRR3989313,4534574
SRR12676970,4834844
SRR4343430,2428374
SRR21350389,1101946
SRR23797423,7171817
ERR11566691,1046754
SRR7595580,2047153
ERR1109337,1154074
SRR26321828,2897139
SRR28555624,2270239
SRR29481014,2362011
SRR26064513,1007752
SRR15172131,2429770
SRR21808314,3782310
SRR14598513,1936804
ERR14217195,3728957
SRR28002456,4033914
ERR498192,1034231
ERR12719003,1491779
SRR24299687,5120606
SRR9108864,4827573
ERR9878936,1131313
SRR14039701,1799934
SRR27310756,1061330
ERR11596042,1396812
SRR9648404,18383299
ERR10163849,1766541
SRR15660271,1274306
SRR11658481,2954338
SRR7091522,14970533
ERR6088240,1686386
ERR7738207,1244186
SRR17035115,1659386
SRR5818313,1477825
SRR28060751,2686808
SRR11719870,2098865
ERR13762930,1040360
SRR18398383,3297385
ERR7745383,1489325
SRR28060702,1679259
SRR8861996,1199005
SRR11829607,13609309
SRR28041401,2677047
ERR6281997,1067126
ERR4371207,1081386
SRR21201108,2345000
ERR4674074,3863476
SRR25908965,1543757
SRR5209029,4248514
SRR33469723,10455980
SRR13004196,1542285
SRR30681655,2342827
ERR2683173,4234985
ERR12944149,10859709
ERR10032843,6028965
SRR14721843,1258845
SRR18218106,4937049
SRR30181116,1504388
ERR1299128,1717718
SRR29668615,5947526
ERR15371775,5243288
SRR26115239,3244270
SRR13553573,1001739
SRR33343741,1514588
SRR5753964,1537480
SRR25936267,1954887
SRR26663128,8627830
SRR25158359,7072235
SRR17319379,1885737
SRR33145329,8153486
SRR27754182,2378900
ERR3211479,4581680
ERR12799324,1519379
ERR4333949,1062720
SRR26988075,1694092
SRR25278479,5701565
SRR32315879,4394792
SRR8839738,5332524
SRR24224794,10314628
SRR26510970,7031351
ERR9878923,1563018
SRR28267413,3466777
SRR28455107,1147153
SRR25392297,1201885
SRR13077804,2999052
SRR14739930,3813968
ERR6349610,1816869
ERR4691765,16584897
SRR32050542,1478396
SRR6032569,1615112
SRR15070238,2974859
SRR14555471,1348660
SRR29183845,1512291
SRR28060032,2578784
SRR490132,18877250
ERR4869747,3346587
SRR5819004,1543112
SRR23702719,14171140
SRR747868,1783044
ERR636000,8610217
SRR27437765,1256317
SRR25891422,3585899
ERR4691763,10210329
ERR1976673,1439227
SRR8437746,1097827
SRR28003129,1174287
ERR4836947,1444138
ERR7764191,2354615
ERR14057419,2839269
SRR11487852,3612627
SRR13153257,1120795
ERR10921396,1781712
SRR33230314,4760118
ERR14893745,2517321
SRR22328604,4346176
SRR10822044,1079612
SRR8443410,1038716
ERR13433589,3149317
SRR2816153,5813869
SRR22752037,2702092
ERR3522028,1421551
SRR26937414,2544241
SRR14373625,1614398
SRR6824170,1377854
ERR14155834,1135364
SRR22234381,4220400
ERR14656739,1042232
SRR27128287,1272054
SRR28062279,1007882
SRR22207372,3470240
ERR4790868,1643168
SRR31305024,1419470
ERR12814453,2112363
SRR12529270,4919628
ERR14120733,2811819
SRR404255,1530313
ERR14173760,2255948
SRR24767147,1883334
ERR2709781,1534258
SRR13484443,3711717
SRR11648414,1013267
SRR2043632,1409874
SRR12283341,2798407
SRR25638217,16622351
SRR21414334,7083171
SRR7549196,1829329
SRR28023547,2423540
ERR11029037,1225426
SRR24791625,2668425
SRR28402841,4383928
SRR17089451,3423482
SRR11362514,2391211
ERR10822937,1285331
SRR27408445,1265685
SRR15114713,1145698
ERR951638,1036515
ERR5729224,1035776
SRR27943019,2513339
ERR3574673,1093373
SRR32393981,1027079
ERR10921439,1641284
SRR6757647,2296511
SRR11569246,1101755
ERR6576427,2162441
ERR14057659,1156064
SRR15463927,1117975
SRR10072857,29188768
SRR24890508,3188110
SRR24770796,1137328
ERR6170141,1884075
DRR374617,10266608
SRR29157774,4285789
SRR19171299,1866448
SRR29492119,13279024
SRR16945734,2636747
SRR12149286,3660484
SRR18576650,1550661
ERR10229213,6104997
SRR34865003,3172171
SRR14452255,2052068
ERR11733532,7174360
SRR5788415,2238041
SRR28221509,4291938
SRR32163248,1129682
ERR2200669,5148585
SRR22455133,7874934
SRR32281565,3703786
SRR30193871,5933410
SRR20285022,2756890
SRR34300700,1329395
SRR20950682,3126837
SRR7013929,2434475
SRR32481767,3023937
ERR2848564,2639530
SRR28024047,1106998
SRR23825968,1269910
SRR21023575,4325025
SRR11624725,2577478
SRR27973275,2471317
SRR27973427,2513898
SRR27943729,2382706
SRR2119509,1293891
SRR22107353,5399463
SRR30610591,5095947
SRR33225364,9603841
SRR21069214,2652060
SRR16471022,2501927
SRR2591721,2124026
SRR16471025,2529602
ERR7738556,2013825
SRR28041795,2850580
SRR22803249,1381203
SRR15860095,8801909
ERR4047312,1912547
SRR29654717,4756884
ERR6395206,1360861
ERR9661118,2326308
ERR1719224,4253577
ERR12320385,3058808
SRR7549148,1748534
SRR23275235,2435449
SRR34848659,1164974
SRR8496336,2255702
SRR28260088,1675805
SRR5481011,2322348
ERR2098408,4041101
SRR6188602,5766817
ERR15003866,1693959
ERR10178216,3962979
SRR5917795,3882535
SRR14784244,5900413
SRR28042080,2813676
SRR17827595,4281882
SRR5234506,2467069
SRR12710933,2122580
SRR26718022,4089108
SRR27108372,1585783
SRR13517636,3834540
ERR10503271,9918810
SRR32254870,3287741
SRR15042281,1204086
SRR28910853,1443557
SRR32649330,1381717
SRR13304102,2048132
ERR8314746,2598072
SRR6439365,1148974
ERR2112541,1722612
SRR15046438,2094624
SRR22259632,1153651
SRR25490537,6892885
ERR13998897,1421775
SRR22520354,2361086
SRR8554101,4742775
SRR10083304,1533984
SRR32406377,1061710
SRR24956072,2379240
SRR7590923,1116202
SRR24907498,2257497
SRR350359,22702891
SRR28055676,5428060
SRR30731219,6601505
SRR11172598,7441408
SRR30938709,1281989
SRR7026375,4954872
SRR10048572,1124093
SRR22341276,1287732
SRR24745923,3241775
SRR18728299,1696814
SRR6220867,2018343
ERR2286921,1216141
SRR10692557,1041034
SRR23175520,2586963
SRR25469219,5786028
ERR738546,3084562
SRR5720241,3265566
ERR2586220,2563721
DRR001459,1675172
ERR7337946,2794958
ERR10663771,1327165
SRR15183932,1717000
SRR7630418,2982597
SRR17504028,2003243
ERR10663758,1115230
SRR14598961,2189486
ERR10921737,1874504
SRR26050580,2408983
ERR15133528,1246068
ERR9843353,2050618
SRR017444,1147491
ERR13737334,1229157
SRR32562026,1538525
SRR16805074,1215237
SRR8054603,3547746
DRR354676,1784155
SRR18164398,4158963
SRR12938552,1306692
ERR14964780,4141091
SRR29686469,1129101
SRR20462242,2509668
ERR3801454,5230337
SRR20701196,7666962
SRR29188400,3114790
ERR6465491,1105764
SRR21679833,7139733
SRR21069213,4040852
ERR15114097,1352389
SRR27973227,1716099
SRR28250682,2403307
SRR12542660,2685447
ERR13253196,1401679
SRR32583981,1410668
SRR12030776,7061452
SRR935214,1152458
SRR19749274,3504398
SRR14073699,6158659
SRR15172502,3086712
ERR11474302,1058650
SRR23724679,1108331
SRR11785252,1775436
SRR26192773,6436973
SRR26389762,2283359
SRR24956227,1914773
SRR16168647,2053398
SRR10048574,1198218
SRR12693780,2671810
ERR445284,2844179
SRR15634014,1171956
ERR10798499,1237903
SRR31168888,1998225
DRR307146,1515429
ERR6188834,1569893
SRR32613809,1038864
SRR16686517,6696774
SRR9722666,1031015
SRR34770976,3928661
ERR868409,17247570
SRR22296346,2572917
SRR15172970,4389444
ERR2683265,4992134
SRR33471273,5640021
SRR22805297,7396683
SRR17255055,2365460
SRR33270686,7994020
SRR5675741,1855938
DRR576459,1401632
SRR8670866,6036085
ERR14980035,2226037
ERR445340,3601485
ERR1740130,5597069
SRR27339671,1085791
SRR28408177,2176962
SRR19960350,1093374
SRR12907749,1028958
SRR22098093,5297188
SRR30181089,1234449
SRR15972294,2097845
SRR32649311,1576955
ERR7179829,1984552
SRR10763735,2826903
SRR19995286,1160142
SRR32687606,1104768
SRR21511355,1796639
ERR1254169,3247611
ERR10448931,4083491
SRR11088404,2533172
ERR1726810,5975199
ERR3971671,2310951
ERR599061,2246961
ERR6465677,3094346
ERR6352561,1086651
SRR18214456,5385558
SRR14332037,2154045
SRR14759164,1975147
SRR13502812,1373244
SRR8863438,1364614
SRR2134636,2382246
SRR28061063,3605190
SRR20028111,1260023
SRR24731445,1049592
SRR15508273,1074469
SRR13221994,3101301
ERR7850082,6159207
SRR643894,1674316
ERR11733535,8906958
SRR27128120,1291690
SRR28041873,1917055
ERR6760108,1383456
SRR24956229,3025247
SRR8675171,1604299
ERR2985255,1261113
SRR23797509,7411472
SRR3988837,2568639
SRR023463,1146879
SRR8382461,6906132
ERR14365163,3994449
SRR12298819,1123449
SRR28201167,2707480
ERR10503238,10148544
ERR3256944,1546191
SRR28402854,4545789
SRR28201088,3123288
ERR10155864,4915384
SRR24224788,10393195
SRR24912629,7075421
SRR24390616,1528002
SRR14610246,4557976
SRR16604585,1020996
SRR11745179,6294872
SRR7186511,8006668
SRR25571722,1340157
SRR18159120,1184460
SRR30663419,7213301
SRR16798125,5586868
SRR20662474,2521751
SRR4458020,1768900
ERR10155836,3521602
SRR24907500,2010059
SRR9037496,4143320
SRR31127235,2844731
ERR14120824,2408037
SRR7619051,1351427
SRR21912372,2890324
SRR28042045,1940117
SRR32281770,4425698
ERR14120508,2422463
ERR1135408,1746639
SRR28483857,2131920
ERR14120554,1612055
SRR15116522,2961504
SRR22752039,3768940
ERR14057624,1553759
SRR30813765,2464025
SRR32106104,1046291
ERR4398716,1670461
SRR6985678,1268005
SRR32520772,2651573
SRR31309826,2350261
SRR12829137,1039923
SRR25299230,7626787
ERR15342811,2631070
ERR14155606,2380440
SRR6957186,2659241
DRR086820,1119226
SRR29820761,2022627
ERR3521975,1372856
SRR25052270,1571427
ERR2709786,1282165
SRR23086979,14374550
ERR2532403,1230892
ERR445312,2802503
ERR12418886,2033589
SRR12814726,1451202
SRR5456973,22277637
SRR5527846,1053426
SRR24976248,1102594
SRR11088424,2885036
SRR10041575,1711120
SRR25656331,4342684
ERR2135518,1914320
ERR10101808,1836089
SRR28062230,1170515
SRR26948324,1041667
SRR12011645,1024234
SRR23819565,5139607
ERR6161872,1149441
SRR28250607,1124935
ERR13877953,1211592
SRR32496804,2554312
SRR10992711,2066291
SRR25936290,1615634
SRR21350387,1256185
SRR28393014,5022257
ERR2001736,2257218
SRR19049480,1596377
SRR30862804,3155298
SRR28408331,1742323
SRR27999975,1969133
SRR33369600,2277207
SRR27973855,3039857
SRR15173053,3061901
SRR26699604,1070882
ERR2167760,1305784
SRR619911,1308410
ERR12682713,3709412
SRR25051018,1140147
ERR12370722,1014345
ERR2241750,1765528
SRR26457492,22521756
SRR14076454,1363186
SRR24540850,1243501
SRR28059784,2299959
SRR29782964,11194885
SRR7093329,1072782
SRR4125184,1923814
SRR30300820,3152730
ERR4371988,1710090
ERR15342729,1285436
SRR31166427,1621199
SRR28810159,2547626
SRR11343822,8777124
ERR14887168,6378144
SRR34957974,5712014
ERR2200469,1505750
SRR23801726,1500228
SRR1313278,1123084
ERR4594859,1231410
ERR14173643,2308825
SRR3944185,1823847
SRR17406700,1452203
SRR26192753,1276489
ERR5094901,3350252
SRR23797547,7456199
SRR10599104,3466428
SRR27942778,3365675
SRR14923485,16341910
SRR14879646,4588477
ERR13737585,1206577
ERR10503223,11936388
ERR1960503,6850656
SRR15667047,2095669
SRR21398037,8582621
SRR18673646,1546984
ERR14980429,1829007
SRR12474083,1706317
SRR23706885,74454163
SRR25565198,2316659
SRR24963373,2363127
SRR17241493,1837622
SRR10521832,2301280
SRR17233038,1346674
SRR19611622,10439884
SRR19905786,2148996
SRR22742186,8393581
